id,entity,lat,lon,display_name,source,confidence
09df6d304ca8,Fagervik,62.5039131,17.4054718,"Fagervik, Timrå distrikt, Timrå kommun, Västernorrlands län, 861 45, Sverige",https://www.flashback.org/t279814,0.84
bbe9ae76e0eb,Sidsjön,62.3733712,17.2771001,"Sidsjön, Sidsjö, Sidsjö-Böle, Sundsvalls Gustav Adolfs distrikt, Sundsvalls kommun, Västernorrlands län, Sverige",https://www.flashback.org/t279814,0.84
6f550dcfb82d,Clas,60.6785236,15.0960121,"Clas Ohlson Parken, Ålbyn, Insjön, Leksands kommun, Dalarnas län, Sverige",https://www.flashback.org/t349266,0.64
46960b1e32a2,Jag,56.7381625,16.2862947,"Får jag lov, Lindsdal, Kalmar kommun, Kalmar län, 393 65, Sverige",https://www.flashback.org/t3074043p2,0.72
eedc88393191,Denna,59.4123247,18.0338509,"Denna Restaurang, Enebybergsvägen, Mörby, Enebyberg, Danderyds kommun, Stockholms län, 182 36, Sverige",https://www.flashback.org/t3725204,1.0
9e46c262fad0,Canon,59.8543863,17.6905231,"Canon, Sylveniusgatan, Fyrislund, Uppsala, Uppsala kommun, Uppsala län, 735 23, Sverige",https://www.flashback.org/t349266,0.84
414e13ed6e71,Kommer,58.4012054,15.5776266,"Kommer, Corson, Västra Valla, Linköpings domkyrkodistrikt, Linköping, Linköpings kommun, Östergötlands län, 583 29, Sverige",https://www.flashback.org/t3729252,0.48
e0117e333b14,Men,44.133435,-70.822678,"Sweden, Oxford County, Maine, 04040, United States",https://www.flashback.org/t359143,0.64
abf6b361e4b7,Låt,60.5152564,16.4702136,"Låtvägen, Solberga, Wall, Torsåker, Hofors kommun, Gävleborgs län, 813 40, Sverige",https://www.flashback.org/t349266,0.84
0a4b79034141,Eller,63.7300829,18.7806808,"Cykla eller rid i kanten på Herrbergslidens Naturreservat, Trehörningsjö distrikt, Örnsköldsviks kommun, Västernorrlands län, 890 54, Sverige",https://www.flashback.org/t359143,0.56
634cb33af71e,Det,59.3726654,18.0171634,"Europeiskt centrum för förebyggande och kontroll av sjukdomar, 40, Gustav III:s boulevard, Ritorp, Järva, Solna, Solna kommun, Stockholms län, 169 73, Sverige",https://www.flashback.org/t19834,0.68
57f00512a4b5,Med,43.1995017,-77.9496258,"Brockport Medical Campus, 6668, Fourth Section Road, Village of Brockport, Town of Sweden, Monroe County, New York, 14420, United States",https://www.flashback.org/t1413347,0.64
690d967c925e,Stockholms,59.3948653,18.6660073,"Stockholms län, Sverige",https://www.flashback.org/t3074043,0.84
da53ccad5a00,Vad,60.0283008,15.6506781,"Vad, Smedjebackens kommun, Dalarnas län, 777 94, Sverige",https://www.flashback.org/t19834p2,0.48
aeadd22350b2,Man,58.0272712,16.0750854,"Man, Tyllinge, Västerviks kommun, Kalmar län, Sverige",https://www.flashback.org/t3725204p2,0.48
d3d95cd01e97,Mobil,59.2980382,17.989146,"Mobilgatan, Midsommarkransen, Hägersten-Älvsjö stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 129 04, Sverige",https://www.flashback.org/t278041,1.0
b36922ad58fb,Kan,63.0,14.0,"Scandinavian Peninsula, Bergs kommun, Jämtlands län, Sverige",https://www.flashback.org/t3074043,0.56
0a66a2cb5007,Den,52.0930785,4.2847782,"Ambassade van Zweden, 7, Johan de Wittlaan, Scheveningen, Den Haag, Zuid-Holland, Nederland, 2517 JR, Nederland",https://www.flashback.org/t19834p2,0.48
a8a6ffe7e7c5,Att,58.39668,15.5780328,"Att, Corson, Västra Valla, Linköpings domkyrkodistrikt, Linköping, Linköpings kommun, Östergötlands län, 581 83, Sverige",https://www.flashback.org/t1421697p2,0.56
5492038db8f0,Rent,59.331298,18.0832886,"Rent a bike, 18, Strandvägen, Östermalm, Norra innerstadens stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 114 56, Sverige",https://www.flashback.org/t278041,1.0
fc115abe5950,Varför,60.639614,15.65222,"Varför ser skogen ut som den gör?, W 851, Stora Hälla, Falun, Falu kommun, Dalarnas län, 791 33, Sverige",https://www.flashback.org/t2225405p2,0.48
584ecc97f42e,För,56.3546798,12.8009415,"Förslöv, Vistorpsvägen, Slammarp, Förslöv, Båstads kommun, Skåne län, 269 72, Sverige",https://www.flashback.org/t3699472,0.56
28dd136b4367,Hur,59.295421,17.9171502,"Titta och känn på mönstret som barkborren nar gjort. Hur känns det?, Stora sällskapets stig, Sätra, Skärholmens stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 127 30, Sverige",https://www.flashback.org/t3074043p2,0.72
2d3a9c746272,När,57.2586791,18.6314748,"När, Gotlands kommun, Gotlands län, 623 48, Sverige",https://www.flashback.org/t359143,0.56
ccfc8d2d9c25,Valet,59.1099904,12.9706185,"Vålet, Säffle, Säffle kommun, Värmlands län, 661 92, Sverige",https://www.flashback.org/t278041,1.0
c35306eebeb9,Även,57.6561445,11.7981488,"Aven, Södra Skärgården, Sydväst, Asperö, Göteborgs Stad, Västra Götalands län, Sverige",https://www.flashback.org/t359143,0.84
c050dddd7347,Försök,58.9227829,12.2458856,"Försök, Östra Mon, Bengtsfors kommun, Västra Götalands län, 666 94, Sverige",https://www.flashback.org/t278041,1.0
4a15512f8215,Ett,64.7340328,21.0870825,"Northvolt Ett, Bergsbyn, Skellefteå kommun, Västerbottens län, Sverige",https://www.flashback.org/t359143,0.84
7f505bc93887,Detta,55.6321808,13.0720731,"Före detta garage, Trädgårdsgatan, Arlövgården, Arlöv, Malmö, Burlövs kommun, Skåne län, 232 31, Sverige",https://www.flashback.org/t2225405,0.64
1564aa4f7c76,Tro,58.1862463,13.9612346,"Tro, Mellgrensgatan, Kulle, Tidaholm, Tidaholms kommun, Västra Götalands län, 522 31, Sverige",https://www.flashback.org/t278041,1.0
e77b2a401fbc,Clas Ohlson,59.3315448,18.0671286,"Clas Ohlson, Gallerian, Klara, Norrmalm, Norra innerstadens stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 111 53, Sverige",https://www.flashback.org/t278041,1.0
d2218ba88629,Kom,59.9614667,17.7053146,"Vinter pulka backe (kom ihåg att ta med hjälm), Storvreta, Uppsala kommun, Uppsala län, Sverige",https://www.flashback.org/t750391p2,0.72
443ac6ae81da,Någon,59.3028463,18.0921557,"I väntan på någon, Förskeppsgatan, Södra Hammarbyhamnen, Södermalms stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 120 30, Sverige",https://www.flashback.org/t359143,0.56
b4b9c501e621,Gamla,58.9316843,15.5185744,"Gamla, Bo, Hallsbergs kommun, Örebro län, Sverige",https://www.flashback.org/t278041,1.0
98e3bec8f67c,Farbror Blå,56.7271725,16.3058163,"Farbror Blå, Lindsdal, Kalmar kommun, Kalmar län, Sverige",https://www.flashback.org/t278041,1.0
78dcc112ae27,Dramat,59.3265841,17.9328721,"Dramat, Höglandet, Bromma stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, Sverige",https://www.flashback.org/t278041,1.0
17f7a4285576,Ska,59.3427186,17.7399872,"Skå-Edeby flygfält, Färentunavägen, Skå industriområde, Skillinge, Sundby, Ekerö kommun, Järfälla kommun, Stockholms län, 179 75, Sverige",https://www.flashback.org/t3074043,0.56
f5e97c33fd70,Såg,56.244058,13.8042882,"Såg, Hässleholms kommun, Skåne län, Sverige",https://www.flashback.org/t2167471p2,0.64
ed135f2a88d9,Snön,59.2958061,17.9728267,"Snön, Västertorp, Hägersten-Älvsjö stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, Sverige",https://www.flashback.org/t627781p2,0.56
91f42a415356,Fjärrvärme,58.3687584,15.6920498,"Fjärrvärmevägen, Harvestad, Landeryd, Linköping, Linköpings kommun, Östergötlands län, 589 52, Sverige",https://www.flashback.org/t627781p2,0.56
5fa9e9d8a089,Var,58.5905076,16.1788654,"Vår enighets fana, Skvallertorget, Nordantill, Norrköping, Norrköpings kommun, Östergötlands län, 602 20, Sverige",https://www.flashback.org/t359143,0.48
5c59ac6397d1,Ifrån,58.7234676,15.8193456,"Lotorps ängar söder ifrån, Grostorp, Butbro, Finspångs kommun, Östergötlands län, 612 76, Sverige",https://www.flashback.org/t103742,0.84
31c03458204d,Under,59.34277,18.0359325,"Under, Karlbergsvägen, Röda bergen, Vasastaden, Norra innerstadens stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 113 37, Sverige",https://www.flashback.org/t347489,0.76
2ea32748a2af,Eriksdalsbadet,59.3045804,18.075732,"Eriksdalsbadet, Hammarby Slussväg, Skanstull, Södermalm, Södermalms stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 118 60, Sverige",https://www.flashback.org/t3074043p2,0.72
afd6d19c7f8a,Eriksdals,62.478371,17.3743257,"Eriksdals herrgård, Eriksdal, Alnö kommundel, Alnö distrikt, Sundsvalls kommun, Västernorrlands län, Sverige",https://www.flashback.org/t103742p2,0.68
de52f4edf38c,Gjort,59.295421,17.9171502,"Titta och känn på mönstret som barkborren nar gjort. Hur känns det?, Stora sällskapets stig, Sätra, Skärholmens stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 127 30, Sverige",https://www.flashback.org/t103742p2,0.68
f4a2265e67da,Har,57.6887664,11.9682877,"Här, Wavrinskys Plats, Guldheden, Centrum, Göteborg, Göteborgs Stad, Västra Götalands län, 413 20, Sverige",https://www.flashback.org/t3074043p2,0.72
72b6a2afbf38,Katedralskolan,55.7004088,13.1901641,"Katedralskolan, Staffans gränd, Stadskärnan, Centrum, Lund, Lunds kommun, Skåne län, 222 23, Sverige",https://www.flashback.org/t282947p2,0.96
bcffffed0d17,Statt,63.2880587,18.7145196,"Statt, Lasarettsgatan, Valhalla, Örnsköldsviks distrikt, Örnsköldsviks kommun, Västernorrlands län, 891 34, Sverige",https://www.flashback.org/t282947p2,0.96
26ddb64f8507,Något,58.3997051,15.577781,"Något, Corson, Västra Valla, Linköpings domkyrkodistrikt, Linköping, Linköpings kommun, Östergötlands län, 581 83, Sverige",https://www.flashback.org/t282947p2,0.96
7e8f3524cfb7,Och,58.5812314,16.1480899,"Sveriges meteorologiska och hydrologiska institut, 1, Folkborgsvägen, Klockaretorpet, Norrköping, Norrköpings kommun, Östergötlands län, 601 76, Sverige",https://www.flashback.org/t19834p2,0.84
bdb45929d84e,Min,51.5189287,-0.1602537,"Embassy of Sweden, 11, Montagu Place, Marylebone, City of Westminster, Greater London, England, W1H 2AL, United Kingdom",https://www.flashback.org/t2167471p2,0.72
ebba4d0b85be,Teknikum,56.8829794,14.8169172,"Teknikum, 6, Gamla Norrvägen, Gamla Norr, Norr, Växjö, Växjö kommun, Kronobergs län, 352 43, Sverige",https://www.flashback.org/t282947p2,0.96
76a5e7bf1808,Katedral-,58.415664,15.6163251,"Katedralskolan, 20, Platensgatan, Vasastaden, Linköpings domkyrkodistrikt, Linköping, Linköpings kommun, Östergötlands län, 582 18, Sverige",https://www.flashback.org/t282947p2,0.96
a60aac3cc7fb,Katedral,58.415664,15.6163251,"Katedralskolan, 20, Platensgatan, Vasastaden, Linköpings domkyrkodistrikt, Linköping, Linköpings kommun, Östergötlands län, 582 18, Sverige",https://www.flashback.org/t282947p2,0.96
7d3869bfa19f,Dagens,59.2569354,18.0270547,"Dagens Habesha Butiken, Rågsvedstorget, Rågsved, Enskede-Årsta-Vantörs stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 124 64, Sverige",https://www.flashback.org/t282947p2,0.96
a933f904d684,Aldrig,55.603522,12.9864848,"Trädgården som aldrig sover, Malmö Hus, Norr, Malmö, Malmö kommun, Skåne län, Sverige",https://www.flashback.org/t282947p2,0.96
828876117f4b,Vet,59.2848519,18.112881,"Zootopia Vet, 4, Lågskärsvägen, Kärrtorp, Skarpnäcks stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 121 55, Sverige",https://www.flashback.org/t19834,0.52
8dcb3bfe2353,Växjö,56.8787183,14.8094385,"Växjö, Växjö kommun, Kronobergs län, 352 30, Sverige",https://www.flashback.org/t282947p2,0.48
ac8f31161cfe,Gärna,59.8596084,17.6331914,"Ta en Bok! Lämna gärna en!, Vattugränd, Främre Luthagen, Fjärdingen, Uppsala, Uppsala kommun, Uppsala län, 753 10, Sverige",https://www.flashback.org/t282947p2,0.56
97fea8828b7b,Lugnet,60.6207637,15.6551756,"Lugnet, Lilla Hälla, Falun, Falu kommun, Dalarnas län, 791 31, Sverige",https://www.flashback.org/t282947p2,0.56
84d7e51dfbb7,Kronoberg,56.8007878,14.410897,"Kronobergs län, Sverige",https://www.flashback.org/t282947p2,0.56
df14a1e65737,Ute,61.8315797,16.0830727,"Stenhamre uteplats, Ljusdal, Ljusdals kommun, Gävleborgs län, Sverige",https://www.flashback.org/t19834p2,0.84
028ee37af1be,Hejsan,64.3164677,18.2764586,"Hejsanvägen, Granträsk, Lycksele kommun, Västerbottens län, Sverige",https://www.flashback.org/t282947p2,0.48
d49d249dc4c5,Handlar,55.4032126,14.1459481,"Handlarvägen, Ekesåkra, Ystads kommun, Skåne län, 271 77, Sverige",https://www.flashback.org/t282947p2,0.48
b3647a54d42c,Pias,59.1155325,17.5672108,"Pias väg, Östra Kallfors, Södertälje kommun, Stockholms län, 153 38, Sverige",https://www.flashback.org/t282947p2,0.48
6c5f9a89dfe9,Själv,58.4319758,15.5834118,"Gör-det-själv-biltvätt, Nygårdsvägen, Skäggetorp, Linköping, Linköpings kommun, Östergötlands län, 586 43, Sverige",https://www.flashback.org/t1690739,0.92
c747f78d9f55,Värnamo,57.184902,14.0410977,"Värnamo, Värnamo kommun, Jönköpings län, 331 30, Sverige",https://www.flashback.org/t1690739p2,0.76
0f4c8b18a018,Här,57.6887664,11.9682877,"Här, Wavrinskys Plats, Guldheden, Centrum, Göteborg, Göteborgs Stad, Västra Götalands län, 413 20, Sverige",https://www.flashback.org/t2225405,0.56
7c8554ad5d98,Måste,56.7136233,13.4581315,"Mäste, Ljungby kommun, Kronobergs län, Sverige",https://www.flashback.org/t2225405,0.72
